Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:BAKERY [J](Hourly),Electricity:Zone:DELI [J](Hourly),Electricity:Zone:DRYSTORAGE [J](Hourly),Electricity:Zone:OFFICE [J](Hourly),Electricity:Zone:PRODUCE [J](Hourly),Electricity:Zone:SALES [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/04  15:00:00,839208996.3,538887783.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,327334381.9,197604887.4,102716325,102716325,0,0,226391112.5,149046913.4,873037223.6,831015422,37827000,4194801.536,,,,,,,,,,,,,,,,,,,
 01/04  16:00:00,863230529.3,538863213.6,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,327309811.6,184993090.7,102716325,102716325,0,0,226391112.5,149046913.4,867333093.2,825311169.9,37827000,4194923.318,,,,,,,,,,,,,,,,,,,
 01/04  17:00:00,874889504.1,538790995.3,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,327237593.3,184504983.8,102716325,102716325,0,0,226391112.5,149046913.4,886737505.1,844716017.3,37827000,4194487.739,,,,,,,,,,,,,,,,,,,
 01/04  18:00:00,872769262.4,537696112.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,326142710.3,183479625.1,102716325,102716325,0,0,226391112.5,149046913.4,924150447.2,878005949.3,37827000,8317497.982,,,,,,,,,,,,,,,,,,,
 01/04  19:00:00,866306738.6,526503551.8,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,358610602.1,188209661.8,102716325,102716325,0,0,150927408.4,132695745.2,965823805.9,928005482.8,33624000,4194323.139,,,,,,,,,,,,,,,,,,,
 01/04  20:00:00,808558712.5,422828639,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,254935689.2,234136548.5,102716325,102716325,0,0,150927408.4,132695745.2,1002901231,965083817.3,33624000,4193413.695,,,,,,,,,,,,,,,,,,,
 01/04  21:00:00,716497689.7,373139549.6,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,227698901.4,191764615.1,102716325,102716325,0,0,125772840.3,116344577.1,1024344197,994851196.6,29421000,72000,,,,,,,,,,,,,,,,,,,
 01/04  22:00:00,509583050.2,227982314,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,149898570.5,130007211.2,102716325,102716325,0,0,50309136.12,67291072.6,949144600,928139849.4,16812000,4192750.535,,,,,,,,,,,,,,,,,,,
 01/04  23:00:00,300762055.6,148580641.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,111985863.4,103304214.1,0,0,0,0,12577284.03,32702336.3,12597989.67,0,8406000,4191989.667,,,,,,,,,,,,,,,,,,,
 01/04  24:00:00,427780236.9,257646947.9,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,218943145.8,121256089,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/05  01:00:00,313927304.1,145869352.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,109274574.7,119180751.3,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/05  02:00:00,301855535.7,142904603.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,106309825.4,95433162.87,14640569.41,14640569.41,0,0,12577284.03,32702336.3,41772215.87,29174772.32,8406000,4191443.551,,,,,,,,,,,,,,,,,,,
 01/05  03:00:00,329642379,141328751.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,104733973.2,95514719.48,43921708.22,43921708.22,0,0,12577284.03,32702336.3,89858168.78,81380168.78,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/05  04:00:00,314951978.3,141354717.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,104759939.4,95438922,29281138.81,29281138.81,0,0,12577284.03,32702336.3,71134440.27,62656440.27,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/05  05:00:00,353791608.8,141843153.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,105248375.4,118848751.4,44222503.9,44222503.9,0,0,12577284.03,32702336.3,116613257.9,108135257.9,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/05  06:00:00,353754363.8,141613800.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,105019022.3,117536881.1,45726482.31,45726482.31,0,0,12577284.03,32702336.3,124292184.5,111694793.6,8406000,4191390.904,,,,,,,,,,,,,,,,,,,
 01/05  07:00:00,498432114.5,221431892.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,143348149.4,125406696.6,102716325,102716325,0,0,50309136.12,67291072.6,1575462007,1558578007,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/05  08:00:00,518473531,220898724.9,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,142814981.4,158200581.2,102716325,102716325,0,0,50309136.12,67291072.6,1423080541,1402076190,16812000,4192351.232,,,,,,,,,,,,,,,,,,,
 01/05  09:00:00,757300305.4,470008681.4,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,324568033.2,184575298.9,102716325,102716325,0,0,125772840.3,116344577.1,1249732445,1220239445,29421000,72000,,,,,,,,,,,,,,,,,,,
 01/05  10:00:00,848754672.3,530998451.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,319445049.7,215039895.6,102716325,102716325,0,0,226391112.5,149046913.4,1103207388,1061187157,37827000,4193230.906,,,,,,,,,,,,,,,,,,,
 01/05  11:00:00,817224864,533611621.9,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,322058219.8,180896917.1,102716325,102716325,0,0,226391112.5,149046913.4,1033086496,991065137,37827000,4194359.045,,,,,,,,,,,,,,,,,,,
 01/05  12:00:00,930010876.1,645326154.9,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,431663728.8,181845713.6,102839007.6,102716325,122682.5979,0,226391112.5,149046913.4,965057075.3,918911948,37827000,8318127.309,,,,,,,,,,,,,,,,,,,
 01/05  13:00:00,861384979.2,537963732.7,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,326410330.6,220583501.5,102837745.1,102716325,121420.1326,0,226391112.5,149046913.4,927503404.9,885480717.3,37827000,4195687.528,,,,,,,,,,,,,,,,,,,
 01/05  14:00:00,852603893.1,538956081.8,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,327402679.8,210931486.3,102716325,102716325,0,0,226391112.5,149046913.4,913949409.8,871926572.3,37827000,4195837.474,,,,,,,,,,,,,,,,,,,
 01/05  15:00:00,838922181,539376327.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,327822925.4,196829528.5,102716325,102716325,0,0,226391112.5,149046913.4,913282415.9,867137536.8,37827000,8317879.104,,,,,,,,,,,,,,,,,,,
 01/05  16:00:00,851479196.1,539785200.2,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,328231798.1,184539071,102716325,102716325,0,0,226391112.5,149046913.4,898605522,856583753.3,37827000,4194768.753,,,,,,,,,,,,,,,,,,,
 01/05  17:00:00,875775745.8,539815838.1,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,328262436,184366382.8,102716325,102716325,0,0,226391112.5,149046913.4,908771201.1,866749834.2,37827000,4194366.877,,,,,,,,,,,,,,,,,,,
 01/05  18:00:00,873954997.1,538735832.5,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,327182430.5,183625639.6,102716325,102716325,0,0,226391112.5,149046913.4,933142549.7,891120670,37827000,4194879.668,,,,,,,,,,,,,,,,,,,
 01/05  19:00:00,867551348.6,527486183.3,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,359593233.5,188471640.3,102716325,102716325,0,0,150927408.4,132695745.2,967817889.3,929999282,33624000,4194607.32,,,,,,,,,,,,,,,,,,,
 01/05  20:00:00,810176540.6,423830602.9,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,255937653.2,234752412.7,102716325,102716325,0,0,150927408.4,132695745.2,1003435058,965617093.7,33624000,4193964.588,,,,,,,,,,,,,,,,,,,
 01/05  21:00:00,717500563.6,373829377.1,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,228388728.9,192077661.6,102716325,102716325,0,0,125772840.3,116344577.1,1032137638,998523122.7,29421000,4193515.352,,,,,,,,,,,,,,,,,,,
 01/05  22:00:00,509904808.4,228239631.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,150155887.9,130071652,102716325,102716325,0,0,50309136.12,67291072.6,952455924.5,935571924.5,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/05  23:00:00,300685863.8,148523857.1,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,111929079.1,103284806.6,0,0,0,0,12577284.03,32702336.3,12598198.07,0,8406000,4192198.069,,,,,,,,,,,,,,,,,,,
 01/05  24:00:00,428092257.2,257892327.1,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,219188525,121322730.1,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/06  01:00:00,315309085.1,146836301.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,110241523.6,119595583.4,0,0,0,0,12577284.03,32702336.3,12597381.38,0,8406000,4191381.379,,,,,,,,,,,,,,,,,,,
 01/06  02:00:00,289803428,144768580,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,108173801.9,96157648.01,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/06  03:00:00,317461913.3,143414051.4,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,106819273.3,95889523.03,29281138.81,29281138.81,0,0,12577284.03,32702336.3,59342600.86,50864600.86,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/06  04:00:00,332568580.8,143854696.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,107259918.7,95914975.88,43921708.22,43921708.22,0,0,12577284.03,32702336.3,99224706.16,86627360.71,8406000,4191345.449,,,,,,,,,,,,,,,,,,,
 01/06  05:00:00,413414688.4,143854683.7,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,107259905.6,176761096.5,43921708.22,43921708.22,0,0,12577284.03,32702336.3,104525827.6,96047827.57,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/06  06:00:00,398674905.9,142577366.3,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,105982588.3,176334957.1,30885382.45,30885382.45,0,0,12577284.03,32702336.3,87510884.64,79032884.64,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/06  07:00:00,557779166.6,221625138.1,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,143541394.6,184560503.6,102716325,102716325,0,0,50309136.12,67291072.6,1635216988,1618332988,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/06  08:00:00,550803388.1,220616817.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,142533073.8,190812345.8,102716325,102716325,0,0,50309136.12,67291072.6,1512378196,1491373806,16812000,4192389.427,,,,,,,,,,,,,,,,,,,
 01/06  09:00:00,754768667.9,467920777.9,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,322480129.7,184131565.1,102716325,102716325,0,0,125772840.3,116344577.1,1409806531,1376192884,29421000,4192646.727,,,,,,,,,,,,,,,,,,,
 01/06  10:00:00,840870236.1,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,211773480.8,102716325,102716325,0,0,226391112.5,149046913.4,1310290865,1268270492,37827000,4193372.548,,,,,,,,,,,,,,,,,,,
 01/06  11:00:00,805851289.6,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176754534.2,102716325,102716325,0,0,226391112.5,149046913.4,1283718221,1241697102,37827000,4194119.379,,,,,,,,,,,,,,,,,,,
 01/06  12:00:00,916379225.9,635437358,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,421774931.9,178225542.9,102716325,102716325,0,0,226391112.5,149046913.4,1257987616,1215965315,37827000,4195301.515,,,,,,,,,,,,,,,,,,,
 01/06  13:00:00,842587986.5,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,213491231.1,102716325,102716325,0,0,226391112.5,149046913.4,1252198533,1210175691,37827000,4195842.712,,,,,,,,,,,,,,,,,,,
 01/06  14:00:00,831772930.1,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,202676174.8,102716325,102716325,0,0,226391112.5,149046913.4,1244343680,1198196445,37827000,8320234.897,,,,,,,,,,,,,,,,,,,
 01/06  15:00:00,818137675.5,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,189040920.1,102716325,102716325,0,0,226391112.5,149046913.4,1223497142,1181475003,37827000,4195139.836,,,,,,,,,,,,,,,,,,,
 01/06  16:00:00,830384662.7,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176849307.3,102716325,102716325,0,0,226391112.5,149046913.4,1200035406,1158014067,37827000,4194339.275,,,,,,,,,,,,,,,,,,,
 01/06  17:00:00,854930251.2,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176956295.8,102716325,102716325,0,0,226391112.5,149046913.4,1209399093,1167377312,37827000,4194781.224,,,,,,,,,,,,,,,,,,,
 01/06  18:00:00,854834839.7,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176860884.3,102716325,102716325,0,0,226391112.5,149046913.4,1238966296,1196944898,37827000,4194398.026,,,,,,,,,,,,,,,,,,,
 01/06  19:00:00,852447090.1,516273056.4,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,348380106.6,184580508.8,102716325,102716325,0,0,150927408.4,132695745.2,1289111428,1251293005,33624000,4194422.914,,,,,,,,,,,,,,,,,,,
 01/06  20:00:00,770359539.3,414025931.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,246132981.5,204740083.1,102716325,102716325,0,0,150927408.4,132695745.2,1331209865,1293391981,33624000,4193884.186,,,,,,,,,,,,,,,,,,,
 01/06  21:00:00,682201764.3,365673652.7,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,220233004.5,164934586.6,102716325,102716325,0,0,125772840.3,116344577.1,1370102752,1336488283,29421000,4193469.057,,,,,,,,,,,,,,,,,,,
 01/06  22:00:00,482426849.7,220616817.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,142533073.8,110216507.5,102716325,102716325,0,0,50309136.12,67291072.6,1297209544,1276204814,16812000,4192730.269,,,,,,,,,,,,,,,,,,,
 01/06  23:00:00,285005203.5,138026415.5,9339544.381,12122964.57,4577230.491,705545.483,9849493.152,101431637.4,98101587.99,0,0,0,0,12577284.03,32702336.3,8478000,0,8406000,72000,,,,,,,,,,,,,,,,,,,
 01/06  24:00:00,428836399.2,247083343.1,9339544.381,14231988.57,4577230.491,705545.483,9849493.152,208379541,118235286.8,14640569.41,14640569.41,0,0,12577284.03,32702336.3,59172378.76,46574696.85,8406000,4191681.91,,,,,,,,,,,,,,,,,,,
 01/07  01:00:00,338079504.8,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,114427112.9,44924360.49,44924360.49,0,0,12577284.03,24526752.23,148568029.7,142191529.7,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/07  02:00:00,313953372,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,91945957.33,43279383.32,43279383.32,0,0,12577284.03,24526752.23,119136421.7,108640020.3,6304500,4191901.419,,,,,,,,,,,,,,,,,,,
 01/07  03:00:00,328207514.7,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,91559530.58,57919952.73,57919952.73,0,0,12577284.03,24526752.23,217052485.6,210675985.6,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/07  04:00:00,334114806.7,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,91971678.73,63415096.57,63415096.57,0,0,12577284.03,24526752.23,235505586.5,229129086.5,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/07  05:00:00,343737407.3,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,115633257.3,49376118.53,49376118.53,0,0,12577284.03,24526752.23,191963840.6,181467765.2,6304500,4191575.442,,,,,,,,,,,,,,,,,,,
 01/07  06:00:00,349948337.6,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,113300353.5,57919952.73,57919952.73,0,0,12577284.03,24526752.23,272441369.7,266064869.7,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/07  07:00:00,444590654.1,172264538.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,116633096.8,120732590.4,102716325,102716325,0,0,25154568.06,50939904.45,1964959888,1952278888,12609000,72000,,,,,,,,,,,,,,,,,,,
 01/07  08:00:00,464436119.9,172264538.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,116633096.8,152797356.1,102716325,102716325,0,0,25154568.06,50939904.45,1780136523,1763335018,12609000,4192505.355,,,,,,,,,,,,,,,,,,,
 01/07  09:00:00,654535668.7,371216220.9,24980786.28,30999747.41,14816390.99,2426551.94,27312568.45,270680175.8,180603122.9,102716325,102716325,0,0,75463704.18,83642240.75,1575167527,1549959769,21015000,4192758.296,,,,,,,,,,,,,,,,,,,
 01/07  10:00:00,716049849,414025931.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,246132981.5,199307592.8,102716325,102716325,0,0,150927408.4,132695745.2,1400947221,1367251221,33624000,72000,,,,,,,,,,,,,,,,,,,
 01/07  11:00:00,805302883.5,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176206128.1,102716325,102716325,0,0,226391112.5,149046913.4,1273555900,1227412229,37827000,8316670.772,,,,,,,,,,,,,,,,,,,
 01/07  12:00:00,916278530.7,635437358,49566678.85,59940730.23,33608894.17,5731037.856,64815084.96,421774931.9,178124847.7,102716325,102716325,0,0,226391112.5,149046913.4,1156487571,1114464804,37827000,4195766.665,,,,,,,,,,,,,,,,,,,
 01/07  13:00:00,843757300.3,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,214660544.9,102716325,102716325,0,0,226391112.5,149046913.4,1086186615,1044164433,37827000,4195181.538,,,,,,,,,,,,,,,,,,,
 01/07  14:00:00,832063207.1,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,202966451.8,102716325,102716325,0,0,226391112.5,149046913.4,1069559802,1023413843,37827000,8318958.677,,,,,,,,,,,,,,,,,,,
 01/07  15:00:00,818201775.9,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,189105020.5,102716325,102716325,0,0,226391112.5,149046913.4,1078181742,1036159385,37827000,4195357.26,,,,,,,,,,,,,,,,,,,
 01/07  16:00:00,830325088.5,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176789733.1,102716325,102716325,0,0,226391112.5,149046913.4,1085939866,1043917957,37827000,4194908.93,,,,,,,,,,,,,,,,,,,
 01/07  17:00:00,854768892.7,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176794937.4,102716325,102716325,0,0,226391112.5,149046913.4,1099510914,1057489483,37827000,4194430.324,,,,,,,,,,,,,,,,,,,
 01/07  18:00:00,854716962.4,526380430.4,49566678.85,57831706.23,33608894.17,5731037.856,64815084.96,314827028.3,176743007,102716325,102716325,0,0,226391112.5,149046913.4,1136825159,1094803366,37827000,4194793.337,,,,,,,,,,,,,,,,,,,
 01/07  19:00:00,802899217.5,467920777.9,35874643.81,42848933.69,22285034.14,3700115.908,40731920.66,322480129.7,183384914.6,102716325,102716325,0,0,125772840.3,116344577.1,1255153871,1221538720,29421000,4194151.346,,,,,,,,,,,,,,,,,,,
 01/07  20:00:00,638734660.8,268969095.8,24980786.28,30999747.41,14816390.99,2426551.94,27312568.45,168433050.7,218172040.1,102716325,102716325,0,0,75463704.18,83642240.75,1319055153,1293846417,21015000,4193736.057,,,,,,,,,,,,,,,,,,,
 01/07  21:00:00,601981473.7,268969095.8,24980786.28,30999747.41,14816390.99,2426551.94,27312568.45,168433050.7,181418853,102716325,102716325,0,0,75463704.18,83642240.75,1331458098,1306249559,21015000,4193539.102,,,,,,,,,,,,,,,,,,,
 01/07  22:00:00,448316554.7,172264538.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,116633096.8,124458490.9,102716325,102716325,0,0,25154568.06,50939904.45,1229026331,1212224633,12609000,4192697.922,,,,,,,,,,,,,,,,,,,
 01/07  23:00:00,277162551.3,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,98434519.89,0,0,0,0,12577284.03,24526752.23,6376500,0,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/07  24:00:00,406200933.7,238907759,7315624.381,12053088.57,3673873.923,576493.986,9160608.119,206128070,118415974.8,0,0,0,0,12577284.03,24526752.23,10496373.34,0,6304500,4191873.34,,,,,,,,,,,,,,,,,,,
 01/08  01:00:00,337766354.9,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,114815819.6,44222503.9,44222503.9,0,0,12577284.03,24526752.23,125688578.1,119312078.1,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/08  02:00:00,317010498.7,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,92555984.96,45726482.31,45726482.31,0,0,12577284.03,24526752.23,137875872.8,131499372.8,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/08  03:00:00,310752719.8,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,92466015.95,39558672.41,39558672.41,0,0,12577284.03,24526752.23,112226262.8,101730131.9,6304500,4191630.904,,,,,,,,,,,,,,,,,,,
 01/08  04:00:00,328741200.5,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,92022464.45,57990704.67,57990704.67,0,0,12577284.03,24526752.23,171003758.7,164627258.7,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/08  05:00:00,355112087.8,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,116266267.9,60117788.5,60117788.5,0,0,12577284.03,24526752.23,174420031.7,163923967.2,6304500,4191564.506,,,,,,,,,,,,,,,,,,,
 01/08  06:00:00,342238968.2,129850831.4,7315624.381,9944064.569,3673873.923,576493.986,9160608.119,99180166.42,114736409.7,48774527.17,48774527.17,0,0,12577284.03,24526752.23,133304489,126927989,6304500,72000,,,,,,,,,,,,,,,,,,,
 01/08  07:00:00,444572612.5,172264538.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,116633096.8,120714548.7,102716325,102716325,0,0,25154568.06,50939904.45,1876166443,1863485443,12609000,72000,,,,,,,,,,,,,,,,,,,
 01/08  08:00:00,465379714.3,172264538.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,116633096.8,153740950.6,102716325,102716325,0,0,25154568.06,50939904.45,1697398416,1680597625,12609000,4191790.749,,,,,,,,,,,,,,,,,,,
 01/08  09:00:00,556160596.2,274511663.9,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,218880222,178932607.4,102716325,102716325,0,0,25154568.06,50939904.45,1476898084,1464217084,12609000,72000,,,,,,,,,,,,,,,,,,,
 01/08  10:00:00,457606117.4,172264538.8,14086928.76,19150561.14,7347747.846,1152987.972,13893216.24,116633096.8,182625253.7,102716325,102716325,0,0,25154568.06,50939904.45,1435840896,1419039593,12609000,4192302.69,,,,,,,,,,,,,,,,,,,
 01/08  11:00:00,582693077.1,317321374.3,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,194333027.6,162655377.9,102716325,102716325,0,0,100618272.2,99993408.9,1312003079,1286713079,25218000,72000,,,,,,,,,,,,,,,,,,,
 01/08  12:00:00,695072552.9,426378301.9,30427715.05,39033364.55,18550712.57,3063333.924,34022244.56,301280931.2,165977926.1,102716325,102716325,0,0,100618272.2,99993408.9,1284946718,1255535170,25218000,4193548.018,,,,,,,,,,,,,,,,,,,
 01/08  13:00:00,721158532.1,414025931.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,246132981.5,204416275.9,102716325,102716325,0,0,150927408.4,132695745.2,1206915997,1169097793,33624000,4194204.133,,,,,,,,,,,,,,,,,,,
 01/08  14:00:00,711640111.7,414025931.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,246132981.5,194897855.5,102716325,102716325,0,0,150927408.4,132695745.2,1176677874,1138859870,33624000,4194004.768,,,,,,,,,,,,,,,,,,,
 01/08  15:00:00,697761991.4,414025931.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,246132981.5,181019735.2,102716325,102716325,0,0,150927408.4,132695745.2,1158341361,1120523761,33624000,4193599.843,,,,,,,,,,,,,,,,,,,
 01/08  16:00:00,709861553.2,414025931.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,246132981.5,168680697,102716325,102716325,0,0,150927408.4,132695745.2,1143462470,1105644381,33624000,4194089.702,,,,,,,,,,,,,,,,,,,
 01/08  17:00:00,734290069.2,414025931.2,41321572.57,48773526.82,26019355.72,4336897.892,47441596.77,246132981.5,168670613,102716325,102716325,0,0,150927408.4,132695745.2,1143944750,1106126684,33624000,4194065.199,,,,,,,,,,,,,,,,,,,
 01/08  18:00:00,631823069.7,317321374.3,30427715.05,36924340.55,18550712.57,3063333.924,34022244.56,194333027.6,162908170.4,102716325,102716325,0,0,100618272.2,99993408.9,1340548934,1311137361,25218000,4193572.748,,,,,,,,,,,,,,,,,,,
 01/08  19:00:00,654728600.8,322863942.4,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,244780198.9,180271133.4,102716325,102716325,0,0,50309136.12,67291072.6,1418707296,1397702554,16812000,4192741.668,,,,,,,,,,,,,,,,,,,
 01/08  20:00:00,582773282.4,220616817.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,142533073.8,210562940.1,102716325,102716325,0,0,50309136.12,67291072.6,1436759643,1419875643,16812000,72000,,,,,,,,,,,,,,,,,,,
 01/08  21:00:00,551326784.4,220616817.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,142533073.8,179116442.2,102716325,102716325,0,0,50309136.12,67291072.6,1450752752,1429748056,16812000,4192696.267,,,,,,,,,,,,,,,,,,,
 01/08  22:00:00,499827628,220616817.3,19533857.52,25075154.27,11082069.42,1789769.956,20602892.34,142533073.8,127617285.8,102716325,102716325,0,0,50309136.12,67291072.6,1296770962,1279886962,16812000,72000,,,,,,,,,,,,,,,,,,,
