Date/Time,DistrictCooling:Facility [J](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](Monthly),DistrictHeating:Facility [J](RunPeriod),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:FREEZER_1 [J](Hourly),Electricity:Zone:FREEZER_2 [J](Hourly),Electricity:Zone:FREEZER_3 [J](Hourly),Electricity:Zone:FREEZER_4 [J](Hourly),Electricity:Zone:FREEZER_5 [J](Hourly),Electricity:Zone:SUBFREEZER [J](Hourly),Electricity:Zone:COOLER_1 [J](Hourly),Electricity:Zone:COOLER_2 [J](Hourly),Electricity:Zone:COOLER_3 [J](Hourly),Electricity:Zone:DOCK [J](Hourly),Electricity:Zone:OFFICE1_LOWER [J](Hourly),Electricity:Zone:OFFICE1_UPPER [J](Hourly),Electricity:Zone:OFFICE2_LOWER [J](Hourly),Electricity:Zone:OFFICE2_UPPER [J](Hourly),Electricity:Zone: [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly) 
 03/20  12:00:00,,,,,9427786315,7734513442,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,6997701149,1689212073,4060800
 03/20  13:00:00,,,,,10547336069,8618406945,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7783724647,1924868324,4060800
 03/20  14:00:00,,,,,10212617310,8330319725,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7495637427,1878236785,4060800
 03/20  15:00:00,,,,,9595211413,7824009550,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,6989327252,1767141062,4060800
 03/20  16:00:00,,,,,10524394777,8537023722,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7702341424,1983310255,4060800
 03/20  17:00:00,,,,,10692948426,8714181349,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7879499051,1974706277,4060800
 03/20  18:00:00,,,,,8908218384,7506836882,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,7073338913,1397320702,4060800
 03/20  19:00:00,,,,,9015171165,7525752553,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7468506869,1485357812,4060800
 03/20  20:00:00,,,,,8920697014,7488277680,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7431031996,1428358534,4060800
 03/20  21:00:00,,,,,7919555019,6697299972,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6640054288,1218194248,4060800
 03/20  22:00:00,,,,,2234056775,1553575559,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1496329875,676420416.4,4060800
 03/20  23:00:00,,,,,10742729851,8926857061,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8869611377,1811811989,4060800
 03/20  24:00:00,,,,,1435913870,913421651.6,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,856175967.8,518431418.9,4060800
 03/21  01:00:00,,,,,9563721660,8065273304,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8008027621,1494387555,4060800
 03/21  02:00:00,,,,,8980855023,7601926132,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7544680449,1374868091,4060800
 03/21  03:00:00,,,,,7872629548,6702171181,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6644925497,1166397567,4060800
 03/21  04:00:00,,,,,8849741411,7476182616,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7418936932,1369497995,4060800
 03/21  05:00:00,,,,,9922495462,8359393517,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8302147833,1559041145,4060800
 03/21  06:00:00,,,,,8984943788,7559391662,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7502145978,1421491327,4060800
 03/21  07:00:00,,,,,10490819715,8726831291,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8669585607,1759927624,4060800
 03/21  08:00:00,,,,,11071942279,9182636331,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,8347954033,1885245148,4060800
 03/21  09:00:00,,,,,9510202888,7843577534,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7008895236,1662564555,4060800
 03/21  10:00:00,,,,,10425548864,8617488944,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7782806646,1803999120,4060800
 03/21  11:00:00,,,,,10438034004,8585063374,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7750381076,1848909830,4060800
 03/21  12:00:00,,,,,9454741233,7726334085,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,6989521792,1724346348,4060800
 03/21  13:00:00,,,,,10606695364,8605925833,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7771243535,1996708730,4060800
 03/21  14:00:00,,,,,10277785451,8321727103,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7487044806,1951997547,4060800
 03/21  15:00:00,,,,,9635066449,7821788194,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,6987105896,1809217455,4060800
 03/21  16:00:00,,,,,10569869087,8539744198,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7705061900,2026064089,4060800
 03/21  17:00:00,,,,,10724374865,8720640959,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7885958661,1999673106,4060800
 03/21  18:00:00,,,,,8946487985,7534162631,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,7100664662,1408264554,4060800
 03/21  19:00:00,,,,,9039880177,7537642561,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7480396878,1498176815,4060800
 03/21  20:00:00,,,,,8912099404,7497898378,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7440652694,1410140226,4060800
 03/21  21:00:00,,,,,7940769098,6714552688,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6657307004,1222155610,4060800
 03/21  22:00:00,,,,,2228156689,1552444580,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1495198896,671651309.6,4060800
 03/21  23:00:00,,,,,10718566727,8949866802,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8892621119,1764639125,4060800
 03/21  24:00:00,,,,,1421533357,911745943.5,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,854500259.7,505726613.7,4060800
 03/22  01:00:00,,,,,9503578428,8063815308,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8006569624,1435702320,4060800
 03/22  02:00:00,,,,,8956905501,7604867871,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7547622187,1347976830,4060800
 03/22  03:00:00,,,,,7857653880,6705363205,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6648117521,1148229876,4060800
 03/22  04:00:00,,,,,8801557220,7473284845,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7416039161,1324211575,4060800
 03/22  05:00:00,,,,,9914944683,8370533861,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8313288177,1540350023,4060800
 03/22  06:00:00,,,,,8982828835,7560788225,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7503542542,1417979809,4060800
 03/22  07:00:00,,,,,10484345591,8725514228,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8668268544,1754770563,4060800
 03/22  08:00:00,,,,,11065769279,9165349520,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,8330667222,1896358960,4060800
 03/22  09:00:00,,,,,9482278249,7825871196,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,6991188899,1652346252,4060800
 03/22  10:00:00,,,,,10451545826,8615774165,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7781091867,1831710861,4060800
 03/22  11:00:00,,,,,10403810279,8571051262,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7736368965,1828698217,4060800
 03/22  12:00:00,,,,,9404485881,7714570675,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,6977758382,1685854406,4060800
 03/22  13:00:00,,,,,10560881391,8596516130,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7761833832,1960304462,4060800
 03/22  14:00:00,,,,,10226433173,8322224014,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7487541716,1900148359,4060800
 03/22  15:00:00,,,,,9595116844,7817177591,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,6982495293,1773878454,4060800
 03/22  16:00:00,,,,,10547558561,8546552479,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7711870181,1996945282,4060800
 03/22  17:00:00,,,,,10699685748,8717740224,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7883057926,1977884723,4060800
 03/22  18:00:00,,,,,8929496799,7510573891,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,7077075922,1414862108,4060800
 03/22  19:00:00,,,,,9011073077,7516911431,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7459665747,1490100846,4060800
 03/22  20:00:00,,,,,8924548446,7488151798,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7430906115,1432335847,4060800
 03/22  21:00:00,,,,,7915839774,6693784623,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6636538939,1217994352,4060800
 03/22  22:00:00,,,,,2234385135,1552782916,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1495537232,677541418.7,4060800
 03/22  23:00:00,,,,,10760016002,8925847175,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8868601491,1830108027,4060800
 03/22  24:00:00,,,,,1437512368,911744941.3,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,854499257.5,521706626.9,4060800
 03/23  01:00:00,,,,,9562603268,8064316123,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8007070440,1494226345,4060800
 03/23  02:00:00,,,,,8981054124,7604827084,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7547581401,1372166240,4060800
 03/23  03:00:00,,,,,7880363189,6705527137,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6648281453,1170775252,4060800
 03/23  04:00:00,,,,,8856752262,7480659207,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7423413523,1372032255,4060800
 03/23  05:00:00,,,,,9931442151,8366739117,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8309493433,1560642234,4060800
 03/23  06:00:00,,,,,8996955538,7559591113,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7502345430,1433303625,4060800
 03/23  07:00:00,,,,,10502127500,8727710960,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8670465276,1770355740,4060800
 03/23  08:00:00,,,,,11074489722,9185985306,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,8351303009,1884443616,4060800
 03/23  09:00:00,,,,,9507667298,7844116143,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7009433846,1659490354,4060800
 03/23  10:00:00,,,,,10428271691,8616712589,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7782030291,1807498301,4060800
 03/23  11:00:00,,,,,10417077980,8585527383,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7750845085,1827489797,4060800
 03/23  12:00:00,,,,,9403736346,7735159158,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,6998346865,1664516388,4060800
 03/23  13:00:00,,,,,10531972084,8611726746,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7777044448,1916184538,4060800
 03/23  14:00:00,,,,,10145907453,8326003039,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7491320741,1815843614,4060800
 03/23  15:00:00,,,,,9513331511,7823916893,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,6989234595,1685353818,4060800
 03/23  16:00:00,,,,,10459481415,8555406217,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7720723919,1900014398,4060800
 03/23  17:00:00,,,,,10649242922,8721051831,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7886369533,1924130291,4060800
 03/23  18:00:00,,,,,8911294594,7508269889,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,7074771920,1398963905,4060800
 03/23  19:00:00,,,,,8989197064,7507507060,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7450261376,1477629203,4060800
 03/23  20:00:00,,,,,8922379141,7466909253,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7409663569,1451409088,4060800
 03/23  21:00:00,,,,,7919930366,6688003923,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6630758239,1227865643,4060800
 03/23  22:00:00,,,,,2240338645,1552353097,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1495107413,683924748.4,4060800
 03/23  23:00:00,,,,,10786674091,8922244927,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8864999243,1860368364,4060800
 03/23  24:00:00,,,,,1449026566,913037571.7,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,855791887.9,530000774,5988219.966
 03/24  01:00:00,,,,,9696359119,8063673937,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8006428253,1532684393,100000789
 03/24  02:00:00,,,,,8980190081,7596230939,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7538985255,1379898343,4060800
 03/24  03:00:00,,,,,7874469691,6697777554,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6640531870,1172631338,4060800
 03/24  04:00:00,,,,,8873462843,7476010364,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7418764680,1393391679,4060800
 03/24  05:00:00,,,,,9936518767,8371157214,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8313911530,1561300753,4060800
 03/24  06:00:00,,,,,9008117133,7564126702,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7506881018,1439929631,4060800
 03/24  07:00:00,,,,,10508581715,8727573805,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8670328122,1776947110,4060800
 03/24  08:00:00,,,,,11076140037,9184856204,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,8350173906,1887223033,4060800
 03/24  09:00:00,,,,,9532062756,7833459829,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,6998777532,1694542126,4060800
 03/24  10:00:00,,,,,10535329297,8616029266,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7781346968,1915239231,4060800
 03/24  11:00:00,,,,,10473580390,8569971640,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7735289342,1899547951,4060800
 03/24  12:00:00,,,,,9445513254,7718722699,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,6981910406,1722729755,4060800
 03/24  13:00:00,,,,,10582409591,8613850583,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7779168285,1964498208,4060800
 03/24  14:00:00,,,,,10195951952,8336989354,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7502307056,1854901798,4060800
 03/24  15:00:00,,,,,9595887483,7848712902,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7014030605,1743113780,4060800
 03/24  16:00:00,,,,,10474294953,8567574022,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7732891724,1902660132,4060800
 03/24  17:00:00,,,,,10655431870,8738238197,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,7903555899,1913132873,4060800
 03/24  18:00:00,,,,,8945014800,7534679934,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,7101181965,1406274066,4060800
 03/24  19:00:00,,,,,9037081997,7539512456,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7482266773,1493508740,4060800
 03/24  20:00:00,,,,,8928039765,7489014524,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,7431768841,1434964440,4060800
 03/24  21:00:00,,,,,7926745720,6690587285,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6633341601,1232097636,4060800
 03/24  22:00:00,,,,,2256146499,1553780006,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1496534322,698305693.3,4060800
 03/24  23:00:00,,,,,10775844185,8897449027,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,8840203343,1874334358,4060800
 03/24  24:00:00,,,,,1482274920,922924557.7,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,865678873.9,555289561.8,4060800
