Date/Time,DistrictCooling:Facility [J](Monthly),DistrictCooling:Facility [J](RunPeriod),DistrictHeating:Facility [J](Monthly),DistrictHeating:Facility [J](RunPeriod),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:FREEZER_1 [J](Hourly),Electricity:Zone:FREEZER_2 [J](Hourly),Electricity:Zone:FREEZER_3 [J](Hourly),Electricity:Zone:FREEZER_4 [J](Hourly),Electricity:Zone:FREEZER_5 [J](Hourly),Electricity:Zone:SUBFREEZER [J](Hourly),Electricity:Zone:COOLER_1 [J](Hourly),Electricity:Zone:COOLER_2 [J](Hourly),Electricity:Zone:COOLER_3 [J](Hourly),Electricity:Zone:DOCK [J](Hourly),Electricity:Zone:OFFICE1_LOWER [J](Hourly),Electricity:Zone:OFFICE1_UPPER [J](Hourly),Electricity:Zone:OFFICE2_LOWER [J](Hourly),Electricity:Zone:OFFICE2_UPPER [J](Hourly),Electricity:Zone: [J](Hourly),Electricity:Plant [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,,,1170736557,764485371.9,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,707239688.1,402190385.2,4060800
 01/01  02:00:00,,,,,6308849315,5420746058,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5363500374,884042457.1,4060800
 01/01  03:00:00,,,,,6249812319,5368501850,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5311256166,877249669.7,4060800
 01/01  04:00:00,,,,,5282011121,4503279347,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4446033663,774670974.3,4060800
 01/01  05:00:00,,,,,6146613789,5248100393,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5190854709,894452595.7,4060800
 01/01  06:00:00,,,,,7216684793,6138816619,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6081570935,1073807374,4060800
 01/01  07:00:00,,,,,6160449838,5159939624,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5102693940,996449414,4060800
 01/01  08:00:00,,,,,7599404889,6361831234,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6304585550,1233512855,4060800
 01/01  09:00:00,,,,,6745524777,5622723555,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5565477871,1118740422,4060800
 01/01  10:00:00,,,,,5651076276,4703156986,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4645911302,943858490.7,4060800
 01/01  11:00:00,,,,,6638738273,5611419160,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5554173476,1023258312,4060800
 01/01  12:00:00,,,,,6671666121,5585613666,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5528367982,1081991656,4060800
 01/01  13:00:00,,,,,5787155187,4837387087,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4780141403,945707300.4,4060800
 01/01  14:00:00,,,,,6343832923,5322037888,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5264792204,1017734235,4060800
 01/01  15:00:00,,,,,6398000861,5339097181,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5281851497,1054842880,4060800
 01/01  16:00:00,,,,,5842366514,4867720565,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4810474881,970585149.1,4060800
 01/01  17:00:00,,,,,6618138855,5550749212,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5493503528,1063328843,4060800
 01/01  18:00:00,,,,,6850629809,5725737273,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5668491590,1120831736,4060800
 01/01  19:00:00,,,,,5387373590,4575812185,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4518566501,807500605.3,4060800
 01/01  20:00:00,,,,,6260217383,5308901561,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5251655877,947255021.7,4060800
 01/01  21:00:00,,,,,6137611111,5243170480,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5185924796,890379831,4060800
 01/01  22:00:00,,,,,5355569792,4494270830,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4437025146,857238162.2,4060800
 01/01  23:00:00,,,,,2158878567,1550484871,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1493239188,604332895.9,4060800
 01/01  24:00:00,,,,,7671069694,6426124253,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6368878569,1240884641,4060800
 01/02  01:00:00,,,,,1183112271,764297012.2,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,707051328.4,414754459.3,4060800
 01/02  02:00:00,,,,,6478057597,5421348621,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5364102937,1052648175,4060800
 01/02  03:00:00,,,,,6285596281,5340022366,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5282776683,941513114.2,4060800
 01/02  04:00:00,,,,,5363693813,4482809993,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4425564310,876823019.4,4060800
 01/02  05:00:00,,,,,6277910351,5240707901,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5183462218,1033141650,4060800
 01/02  06:00:00,,,,,7269250267,6108890147,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6051644463,1156299320,4060800
 01/02  07:00:00,,,,,6216541311,5134613965,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5077368282,1077866545,4060800
 01/02  08:00:00,,,,,7704597385,6345671427,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6288425743,1354865157,4060800
 01/02  09:00:00,,,,,6850330055,5570923919,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5513678235,1275345335,4060800
 01/02  10:00:00,,,,,5884688395,4696289423,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4639043739,1184338172,4060800
 01/02  11:00:00,,,,,6928783955,5612433289,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5555187605,1312289867,4060800
 01/02  12:00:00,,,,,6781914602,5549924503,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5492678820,1227929299,4060800
 01/02  13:00:00,,,,,6011121965,4833371852,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4776126169,1173689313,4060800
 01/02  14:00:00,,,,,6556933336,5322930101,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5265684417,1229942436,4060800
 01/02  15:00:00,,,,,6485945476,5306669650,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5249423966,1175215026,4060800
 01/02  16:00:00,,,,,6087791328,4859701467,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4802455783,1224029061,4060800
 01/02  17:00:00,,,,,6900073167,5551113038,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5493867354,1344899329,4060800
 01/02  18:00:00,,,,,6966583333,5686330533,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5629084849,1276192000,4060800
 01/02  19:00:00,,,,,5459820891,4553981119,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4496735435,901778972.6,4060800
 01/02  20:00:00,,,,,6357697939,5297235995,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5239990311,1056401144,4060800
 01/02  21:00:00,,,,,6154294620,5222156386,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5164910702,928077433.9,4060800
 01/02  22:00:00,,,,,5376126289,4471440202,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4414194518,900625287.4,4060800
 01/02  23:00:00,,,,,2203211028,1550296302,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1493050618,648853926.4,4060800
 01/02  24:00:00,,,,,7699403962,6397670859,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6340425175,1297672303,4060800
 01/03  01:00:00,,,,,1215573680,765930622.1,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,708684938.3,445582258.2,4060800
 01/03  02:00:00,,,,,6511064454,5408152884,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5350907200,1098850769,4060800
 01/03  03:00:00,,,,,6298193803,5334424500,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5277178816,959708503.2,4060800
 01/03  04:00:00,,,,,5372558733,4471690908,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4414445224,896807025,4060800
 01/03  05:00:00,,,,,6283707300,5235258359,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5178012675,1044388141,4060800
 01/03  06:00:00,,,,,7298934928,6107244823,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6049999139,1187629305,4060800
 01/03  07:00:00,,,,,6239838813,5131004187,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5073758504,1104773826,4060800
 01/03  08:00:00,,,,,7725965831,6343130377,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6285884693,1378774654,4060800
 01/03  09:00:00,,,,,7742679304,6345359673,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5510677375,1393258831,4060800
 01/03  10:00:00,,,,,6817668479,5475972682,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4641290384,1337634998,4060800
 01/03  11:00:00,,,,,7892875679,6390339180,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5555656882,1498475699,4060800
 01/03  12:00:00,,,,,7736771326,6332773676,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5498091378,1399936850,4060800
 01/03  13:00:00,,,,,6864800850,5519186794,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,4782374502,1341553256,4060800
 01/03  14:00:00,,,,,7522518817,6111611008,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5276928711,1406847008,4060800
 01/03  15:00:00,,,,,7463981381,6101219193,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5266536895,1358701388,4060800
 01/03  16:00:00,,,,,6990073799,5647631968,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4812949670,1338381031,4060800
 01/03  17:00:00,,,,,7758218994,6342965008,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5508282711,1411193186,4060800
 01/03  18:00:00,,,,,7916106619,6500381236,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5665698938,1411664583,4060800
 01/03  19:00:00,,,,,5958848975,4969786780,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,4536288811,985001395.4,4060800
 01/03  20:00:00,,,,,6351774550,5318533623,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5261287939,1029180127,4060800
 01/03  21:00:00,,,,,6198111907,5282674417,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5225428733,911376690.4,4060800
 01/03  22:00:00,,,,,5342689580,4493380998,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4436135314,845247781.7,4060800
 01/03  23:00:00,,,,,2201404104,1546039529,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1488793846,651303774.7,4060800
 01/03  24:00:00,,,,,7659890213,6425907891,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6368662208,1229921521,4060800
 01/04  01:00:00,,,,,1239237473,770762662.9,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,713516979.1,464414009.7,4060800
 01/04  02:00:00,,,,,6472518257,5427052491,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5369806807,1041404966,4060800
 01/04  03:00:00,,,,,6313035428,5375542992,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5318297309,933431635.8,4060800
 01/04  04:00:00,,,,,5394089860,4496133537,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4438887854,893895523,4060800
 01/04  05:00:00,,,,,6248967263,5249054899,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5191809215,995851564.4,4060800
 01/04  06:00:00,,,,,7260920181,6139282197,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6082036513,1117577184,4060800
 01/04  07:00:00,,,,,6238246371,5157331580,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5100085896,1076853991,4060800
 01/04  08:00:00,,,,,7707343324,6364879753,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6307634070,1338402771,4060800
 01/04  09:00:00,,,,,7753297044,6375223696,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5540541398,1374012547,4060800
 01/04  10:00:00,,,,,6785515018,5493219437,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4658537139,1288234781,4060800
 01/04  11:00:00,,,,,7837745165,6391343847,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5556661549,1442340519,4060800
 01/04  12:00:00,,,,,7752485854,6336198517,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5501516219,1412226537,4060800
 01/04  13:00:00,,,,,6913291829,5516424562,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,4779612269,1392806467,4060800
 01/04  14:00:00,,,,,7652132652,6110712161,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5276029864,1537359691,4060800
 01/04  15:00:00,,,,,7496798456,6079060729,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5244378431,1413676927,4060800
 01/04  16:00:00,,,,,7067130167,5614345613,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4779663315,1448723755,4060800
 01/04  17:00:00,,,,,7908783665,6312809973,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5478127675,1591912893,4060800
 01/04  18:00:00,,,,,7970655867,6447614301,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5612932003,1518980766,4060800
 01/04  19:00:00,,,,,6043138644,4939828314,80111757.03,18946565.71,21374024.04,17966570.93,55792116.5,22539879.9,40055878.52,10298393.4,8656620.54,108559766.4,12299099.01,12299099.01,12299099.01,12299099.01,4506330345,1099249530,4060800
 01/04  20:00:00,,,,,6501770007,5292991440,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5235745757,1204717767,4060800
 01/04  21:00:00,,,,,6254183869,5213679464,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5156433780,1036443605,4060800
 01/04  22:00:00,,,,,5490720758,4482628165,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4425382481,1004031793,4060800
 01/04  23:00:00,,,,,2230247471,1547970293,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,1490724609,678216378.7,4060800
 01/04  24:00:00,,,,,7764638892,6393953822,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6336708138,1366624270,4060800
 01/05  01:00:00,,,,,1271848249,775685442.2,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,718439758.4,492102006.8,4060800
 01/05  02:00:00,,,,,6558187579,5409392513,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5352146829,1144734266,4060800
 01/05  03:00:00,,,,,6338258532,5335781556,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5278535873,998416175.1,4060800
 01/05  04:00:00,,,,,5401244005,4475728415,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,4418482731,921454790.3,4060800
 01/05  05:00:00,,,,,6319851703,5245950865,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5188705181,1069840038,4060800
 01/05  06:00:00,,,,,7319017602,6111564071,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6054318387,1203392731,4060800
 01/05  07:00:00,,,,,6276356073,5146828529,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,5089582845,1125466744,4060800
 01/05  08:00:00,,,,,7783629287,6362714074,10561051.1,2497706.406,2817715.758,2368514.695,7355017.734,2971409.345,5280525.552,1357626.683,1141193.444,14311323.12,1645899.986,1645899.986,1645899.986,1645899.986,6305468390,1416854413,4060800
 01/05  09:00:00,,,,,7784965873,6361966671,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5527284374,1418938402,4060800
 01/05  10:00:00,,,,,6847463349,5484639004,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,4649956706,1358763545,4060800
 01/05  11:00:00,,,,,7914168007,6391385626,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5556703329,1518721581,4060800
 01/05  12:00:00,,,,,7766552745,6329424330,155085705.4,36678031.01,41377267.44,34780891.47,108006116.3,43634209.3,77542852.71,19936319.77,16758065.89,210157267.4,22681392.78,22681392.78,22681392.78,22681392.78,5494742032,1433067615,4060800
 01/05  13:00:00,,,,,6905373776,5514029841,137579098.2,32537688.85,36706459.34,30854704.95,95814014.8,38708629.84,68789549.09,17685839.5,14866357.84,186433993.1,19208989.3,19208989.3,19208989.3,19208989.3,4777217548,1387283135,4060800
