Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:Zone:LGSTORE1 [J](Hourly),Electricity:Zone:LGSTORE2 [J](Hourly),Electricity:Zone:SMSTORE1 [J](Hourly),Electricity:Zone:SMSTORE2 [J](Hourly),Electricity:Zone:SMSTORE3 [J](Hourly),Electricity:Zone:SMSTORE4 [J](Hourly),Electricity:Zone:SMSTORE5 [J](Hourly),Electricity:Zone:SMSTORE6 [J](Hourly),Electricity:Zone:SMSTORE7 [J](Hourly),Electricity:Zone:SMSTORE8 [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/26  21:00:00,158018681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,351139983.6,351139983.6,,,,,,,,,,,,,,,,,,,
 01/26  22:00:00,80559537.06,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,0,0,0,0,0,26270285.52,12943251.53,0,0,,,,,,,,,,,,,,,,,,,
 01/26  23:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/26  24:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/27  01:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/27  02:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/27  03:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/27  04:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/27  05:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/27  06:00:00,54445467.46,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,60270.31073,0,60270.31073,0,0,6567571.381,6471625.766,1850080.792,1850080.792,,,,,,,,,,,,,,,,,,,
 01/27  07:00:00,82731474.79,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,28346277.65,0,28346277.65,0,0,6567571.381,6471625.766,742905648.5,742905648.5,,,,,,,,,,,,,,,,,,,
 01/27  08:00:00,88232814.7,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,28346277.65,0,28346277.65,0,0,26270285.52,12943251.53,591196779.7,591196779.7,,,,,,,,,,,,,,,,,,,
 01/27  09:00:00,116672681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,510813221.8,510813221.8,,,,,,,,,,,,,,,,,,,
 01/27  10:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,414771530,414771530,,,,,,,,,,,,,,,,,,,
 01/27  11:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,369274683.5,369274683.5,,,,,,,,,,,,,,,,,,,
 01/27  12:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,317411609.2,317411609.2,,,,,,,,,,,,,,,,,,,
 01/27  13:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,291883073.2,291883073.2,,,,,,,,,,,,,,,,,,,
 01/27  14:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,276345859.1,276345859.1,,,,,,,,,,,,,,,,,,,
 01/27  15:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,269891257.7,269891257.7,,,,,,,,,,,,,,,,,,,
 01/27  16:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,252300544.5,252300544.5,,,,,,,,,,,,,,,,,,,
 01/27  17:00:00,217030878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,268440177,268440177,,,,,,,,,,,,,,,,,,,
 01/27  18:00:00,217030878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,307344737.6,307344737.6,,,,,,,,,,,,,,,,,,,
 01/27  19:00:00,174389637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,342298235.4,342298235.4,,,,,,,,,,,,,,,,,,,
 01/27  20:00:00,174389637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,377381687,377381687,,,,,,,,,,,,,,,,,,,
 01/27  21:00:00,158018681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,391609621.7,391609621.7,,,,,,,,,,,,,,,,,,,
 01/27  22:00:00,80559537.06,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,0,0,0,0,0,26270285.52,12943251.53,0,0,,,,,,,,,,,,,,,,,,,
 01/27  23:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/27  24:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/28  01:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/28  02:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/28  03:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/28  04:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/28  05:00:00,52826738.83,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,59448.12639,0,59448.12639,0,0,6567571.381,4853719.325,1823666.257,1823666.257,,,,,,,,,,,,,,,,,,,
 01/28  06:00:00,52858904.87,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,91614.168,0,91614.168,0,0,6567571.381,4853719.325,2805648.983,2805648.983,,,,,,,,,,,,,,,,,,,
 01/28  07:00:00,81113568.35,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,28346277.65,0,28346277.65,0,0,6567571.381,4853719.325,741790812.1,741790812.1,,,,,,,,,,,,,,,,,,,
 01/28  08:00:00,71861859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,585860321.6,585860321.6,,,,,,,,,,,,,,,,,,,
 01/28  09:00:00,83930770.35,55584492.7,11722923.65,7877573.922,5861461.825,4789128.486,4789128.486,4789128.486,3938786.961,3938786.961,3938786.961,3938786.961,28346277.65,0,28346277.65,0,0,39405428.29,16179064.42,520980749,520980749,,,,,,,,,,,,,,,,,,,
 01/28  10:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,437972230,437972230,,,,,,,,,,,,,,,,,,,
 01/28  11:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,381408322.2,381408322.2,,,,,,,,,,,,,,,,,,,
 01/28  12:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,338519237.4,338519237.4,,,,,,,,,,,,,,,,,,,
 01/28  13:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,321343717.2,321343717.2,,,,,,,,,,,,,,,,,,,
 01/28  14:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,309518109.3,309518109.3,,,,,,,,,,,,,,,,,,,
 01/28  15:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,301401467.3,301401467.3,,,,,,,,,,,,,,,,,,,
 01/28  16:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,297124097.6,297124097.6,,,,,,,,,,,,,,,,,,,
 01/28  17:00:00,217030878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,296046394.8,296046394.8,,,,,,,,,,,,,,,,,,,
 01/28  18:00:00,217030878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,318633505,318633505,,,,,,,,,,,,,,,,,,,
 01/28  19:00:00,158018681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,384314845.4,384314845.4,,,,,,,,,,,,,,,,,,,
 01/28  20:00:00,125276770.3,55584492.7,11722923.65,7877573.922,5861461.825,4789128.486,4789128.486,4789128.486,3938786.961,3938786.961,3938786.961,3938786.961,28346277.65,0,28346277.65,0,0,39405428.29,16179064.42,420351439.3,420351439.3,,,,,,,,,,,,,,,,,,,
 01/28  21:00:00,125276770.3,55584492.7,11722923.65,7877573.922,5861461.825,4789128.486,4789128.486,4789128.486,3938786.961,3938786.961,3938786.961,3938786.961,28346277.65,0,28346277.65,0,0,39405428.29,16179064.42,444654620.2,444654620.2,,,,,,,,,,,,,,,,,,,
 01/28  22:00:00,92534859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,489053786.1,489053786.1,,,,,,,,,,,,,,,,,,,
 01/28  23:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/28  24:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  01:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  02:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  03:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  04:00:00,52859064.17,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,91773.46244,0,91773.46244,0,0,6567571.381,4853719.325,2806883.597,2806883.597,,,,,,,,,,,,,,,,,,,
 01/29  05:00:00,52925553.94,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,158263.2307,0,158263.2307,0,0,6567571.381,4853719.325,4850060.398,4850060.398,,,,,,,,,,,,,,,,,,,
 01/29  06:00:00,53076069.44,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,308778.734,0,308778.734,0,0,6567571.381,4853719.325,9494330.582,9494330.582,,,,,,,,,,,,,,,,,,,
 01/29  07:00:00,53141250.27,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,373959.5617,0,373959.5617,0,0,6567571.381,4853719.325,11540864.09,11540864.09,,,,,,,,,,,,,,,,,,,
 01/29  08:00:00,25455978.37,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,252687.6665,0,252687.6665,0,0,6567571.381,4853719.325,7720680.61,7720680.61,,,,,,,,,,,,,,,,,,,
 01/29  09:00:00,51188859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,755260987.9,755260987.9,,,,,,,,,,,,,,,,,,,
 01/29  10:00:00,51188859.06,22842581.41,4626710.747,3344927.504,2313355.373,1955910.927,1955910.927,1955910.927,1672463.752,1672463.752,1672463.752,1672463.752,28346277.65,0,28346277.65,0,0,13135142.76,9707438.65,554689353.4,554689353.4,,,,,,,,,,,,,,,,,,,
 01/29  11:00:00,100301726,71955448.35,15271030.1,10143897.13,7635515.052,6205737.266,6205737.266,6205737.266,5071948.566,5071948.566,5071948.566,5071948.566,28346277.65,0,28346277.65,0,0,52540571.05,19414877.3,448367965.6,448367965.6,,,,,,,,,,,,,,,,,,,
 01/29  12:00:00,100301726,71955448.35,15271030.1,10143897.13,7635515.052,6205737.266,6205737.266,6205737.266,5071948.566,5071948.566,5071948.566,5071948.566,28346277.65,0,28346277.65,0,0,52540571.05,19414877.3,395322095.8,395322095.8,,,,,,,,,,,,,,,,,,,
 01/29  13:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,326911944.8,326911944.8,,,,,,,,,,,,,,,,,,,
 01/29  14:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,314935798.5,314935798.5,,,,,,,,,,,,,,,,,,,
 01/29  15:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,328764047.1,328764047.1,,,,,,,,,,,,,,,,,,,
 01/29  16:00:00,133043637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,344361808,344361808,,,,,,,,,,,,,,,,,,,
 01/29  17:00:00,174389637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,356239297.8,356239297.8,,,,,,,,,,,,,,,,,,,
 01/29  18:00:00,141647726,71955448.35,15271030.1,10143897.13,7635515.052,6205737.266,6205737.266,6205737.266,5071948.566,5071948.566,5071948.566,5071948.566,28346277.65,0,28346277.65,0,0,52540571.05,19414877.3,454680631.1,454680631.1,,,,,,,,,,,,,,,,,,,
 01/29  19:00:00,108905814.7,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,28346277.65,0,28346277.65,0,0,26270285.52,12943251.53,494904194.3,494904194.3,,,,,,,,,,,,,,,,,,,
 01/29  20:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  21:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  22:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  23:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/29  24:00:00,52767290.71,11421290.71,2313355.373,1672463.752,1156677.687,977955.4634,977955.4634,977955.4634,836231.8759,836231.8759,836231.8759,836231.8759,0,0,0,0,0,6567571.381,4853719.325,0,0,,,,,,,,,,,,,,,,,,,
 01/30  01:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/30  02:00:00,54385197.15,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,0,0,0,0,0,6567571.381,6471625.766,0,0,,,,,,,,,,,,,,,,,,,
 01/30  03:00:00,54468052.2,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,82855.05677,0,82855.05677,0,0,6567571.381,6471625.766,2534295.018,2534295.018,,,,,,,,,,,,,,,,,,,
 01/30  04:00:00,54480649.07,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,95451.91815,0,95451.91815,0,0,6567571.381,6471625.766,2921520.385,2921520.385,,,,,,,,,,,,,,,,,,,
 01/30  05:00:00,54484326.91,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,99129.76465,0,99129.76465,0,0,6567571.381,6471625.766,3033863.83,3033863.83,,,,,,,,,,,,,,,,,,,
 01/30  06:00:00,54527891.33,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,142694.1829,0,142694.1829,0,0,6567571.381,6471625.766,4381139.499,4381139.499,,,,,,,,,,,,,,,,,,,
 01/30  07:00:00,82731474.79,13039197.15,2583006.447,1942114.825,1291503.223,1112781,1112781,1112781,971057.4127,971057.4127,971057.4127,971057.4127,28346277.65,0,28346277.65,0,0,6567571.381,6471625.766,735592850.6,735592850.6,,,,,,,,,,,,,,,,,,,
 01/30  08:00:00,81341814.7,39213537.06,8174817.199,5611250.713,4087408.599,3372519.707,3372519.707,3372519.707,2805625.356,2805625.356,2805625.356,2805625.356,28346277.65,0,28346277.65,0,0,26270285.52,12943251.53,561983975.9,561983975.9,,,,,,,,,,,,,,,,,,,
 01/30  09:00:00,116672681.6,88326403.99,18819136.56,12410220.34,9409568.278,7622346.046,7622346.046,7622346.046,6205110.17,6205110.17,6205110.17,6205110.17,28346277.65,0,28346277.65,0,0,65675713.81,22650690.18,485557057.9,485557057.9,,,,,,,,,,,,,,,,,,,
 01/30  10:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,396124288,396124288,,,,,,,,,,,,,,,,,,,
 01/30  11:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,340171620.1,340171620.1,,,,,,,,,,,,,,,,,,,
 01/30  12:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,267215594.8,267215594.8,,,,,,,,,,,,,,,,,,,
 01/30  13:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,221381490,221381490,,,,,,,,,,,,,,,,,,,
 01/30  14:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,209220081.5,209220081.5,,,,,,,,,,,,,,,,,,,
 01/30  15:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,221225428.2,221225428.2,,,,,,,,,,,,,,,,,,,
 01/30  16:00:00,175684878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,225673689.8,225673689.8,,,,,,,,,,,,,,,,,,,
 01/30  17:00:00,210139878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,256476107.2,256476107.2,,,,,,,,,,,,,,,,,,,
 01/30  18:00:00,217030878.5,147338600.8,31932958.07,20396908.88,15966479.03,12749479.02,12749479.02,12749479.02,10198454.44,10198454.44,10198454.44,10198454.44,28346277.65,0,28346277.65,0,0,118216284.9,29122315.95,302590545.6,302590545.6,,,,,,,,,,,,,,,,,,,
 01/30  19:00:00,174389637.3,104697359.6,22367243.01,14676543.55,11183621.5,9038954.825,9038954.825,9038954.825,7338271.775,7338271.775,7338271.775,7338271.775,28346277.65,0,28346277.65,0,0,78810856.57,25886503.07,350180092.9,350180092.9,,,,,,,,,,,,,,,,,,,
